Loại,Tên,Công ty / Tổ chức,Số giấy phép,Địa chỉ tên miền,Trạng thái,URL chi tiết
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FIALDA,499/GP-BTTTT,https://www.fialda.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130805
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ SMART VIỆT NAM,473/GP-BTTTT,https://www.smartf.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/127899
Mạng Xã Hội,,CÔNG TY CỔ PHẦN LÊ HOÀNG HÀ NỘI,472/GP-BTTTT,https://www.top-10.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129050
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ MẠNG THÔNG TIN VIỆT NAM,462/GP-BTTTT,https://ilikee.vn; ilikee.net; ilikepub.com; ilikepub.net,Đang hoạt động,https://giayphep.abei.gov.vn/s/128417
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ TRUYỀN THÔNG TEHAND VIỆT NAM,461/GP-BTTTT,https://www.choiphui.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129411
Mạng Xã Hội,,CÔNG TY TNHH KONEC,453/GP-BTTTT,https://www.mangatoon.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130396
Mạng Xã Hội,,CÔNG TY TNHH THƯƠNG MẠI SUNFLOWER,454/GP-BTTTT,https://www.kilala.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127907
Mạng Xã Hội,,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN DỊCH VỤ GIA LỘC,448/GP-BTTTT,https://www.vietbuildforum.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127931
Mạng Xã Hội,,CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ T2,447/GP-BTTTT,https://www.stup.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129250
Mạng Xã Hội,,CÔNG TY TNHH DU LỊCH RECREATION VIỆT NAM,446/GP-BTTTT,https://www.dulichvn.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129938
Mạng Xã Hội,,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN DỊCH VỤ GIA LỘC,435/GP-BTTTT,https://www.vietnamtravellife.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129222
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG DOANH NHÂN VÀ XÃ HỘI,431/GP-BTTTT,https://www.bestlife.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131391
Mạng Xã Hội,,TỔNG CÔNG TY VIỄN THÔNG VIETTEL,432/GP-BTTT,https://www.mygame.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130540
Mạng Xã Hội,,CÔNG TY CỔ PHẦN WETAPS,428/GP-BTTTT,https://www.2game.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128828
Mạng Xã Hội,,CÔNG TY TNHH THẾ GIỚI DOANH NHÂN VIETTOP,433/GP-BTTTT,https://www.ceotoancau.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130693
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG IMBEE,414/GP-BTTTT,http://bimatchomsao.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129310
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG IMBEE,416/GP-BTTTT,http://joylada.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130431
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYÊN THÔNG IMBEE,415/GP-BTTTT,http://truyenweb.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127904
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG IMBEE,413/GP-BTTTT,http://buddyrewiew.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131123
Mạng Xã Hội,,CÔNG TY CỔ PHẦN VANO,409/GP-BTTTT,https://www.khogiaitri.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127668
Mạng Xã Hội,,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ ĐÀO TẠO A0,406/GP-BTTTT,https://www.zone360.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129937
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN VÀ GIẢI PHÁP DI ĐỘNG,407/GP-BTTTT,https://www.imos.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130786
Mạng Xã Hội,,CÔNG TY TNHH XÚC TIẾN ĐẦU TƯ VÀ TƯ VẤN BẤT ĐỘNG SẢN SÀI GÒN,400/GP-BTTTT,https://www.vietnambeauty.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127766
Mạng Xã Hội,,CÔNG TY CỔ PHẦN JOMBOJOY TECHNOLOGY,399/GP-BTTTT,https://www.ihago.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128051
Mạng Xã Hội,,CÔNG TY TNHH ADVERTISING VIETNAM,398/GP-BTTTT,https://www. advertisingvietnam.vn; www.advertisingvietnam.com,Đang hoạt động,https://giayphep.abei.gov.vn/s/131072
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AIV GROUP,396/GP-BTTTT,https://www.molap.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130823
Mạng Xã Hội,,CÔNG TY TNHH TICKETBOX,397/GP-BTTTT,https://www.ticketbox.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130754
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TƯ VẤN TRUYỀN THÔNG MVV SNP,392/GP-BTTTT,https://www.vuottroihonmoingay.vn; www.vuottroihonmoingay.com.vn; www.vuottroihonmoingay.com; www.begreater.vn; www.begreater.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128581
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN SG,389/GP-BTTTT,https://www.funs.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131392
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ PHẬT GIÁO VÀ ĐỜI SỐNG,394/GP-BTTTT,https://www.phatgiaodoisong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128999
Mạng Xã Hội,,CÔNG TY TNHH HOMEDY VIỆT NAM,391/GP-BTTTT,https://www.homedy.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131274
Mạng Xã Hội,,CÔNG TY CỔ PHẦN XCORP,393/GP-BTTTT,https://www.chotroi.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131087
Mạng Xã Hội,,CÔNG TY CỔ PHẦN KHOA HỌC DỮ LIỆU,390/GP-BTTTT,https://www.hayko.vn; www.hayko.tv,Đang hoạt động,https://giayphep.abei.gov.vn/s/130833
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG SÀI GÒN SÁNG TẠO,387/GP-BTTTT,https://www.sgst.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130553
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG THƯƠNG MẠI VÀ DỊCH VỤ THỊNH VƯỢNG,388/GP-BTTTT,https://www.ceoviet.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130229
Mạng Xã Hội,,CÔNG TY TNHH MTV SANTA,348/GP-BTTTT,https://www.hoteljob.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129683
Mạng Xã Hội,,CÔNG TY TNHH TƯ VẤN VÀ SỞ HỮU TRÍ TUỆ HOÀNG PHI,334/GP-BTTTT,https://www.aleale.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131358
Mạng Xã Hội,,CÔNG TY TNHH TƯ VẤN BẤT ĐỘNG SẢN SÀI GÒN GIA ĐỊNH,331/GP-BTTTT,https://www.batdongsanforum.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130451
Mạng Xã Hội,,CÔNG TY TNHH YAMLIVE,332/GP-BTTTT,https://www.yamlive.vn; www.yamasia.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131355
Mạng Xã Hội,,CÔNG TY CỔ PHẦN PHÁT TRIỂN ỨNG DỤNG DI ĐỘNG SÁNG TẠO HỮU ÍCH,329/GP-BTTTT,https://www.vnduca.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/131328
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN HOÀNG GIA D&T,330/GP-BTTTT,https://www.pingedu.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130756
Mạng Xã Hội,,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ TRUYỀN THÔNG BÌNH MINH,323/GP-BTTTT,https://www.lamnghiep.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/129720
Mạng Xã Hội,,CÔNG TY CỔ PHẦN LINE VIỆT NAM,324/GP-BTTTT,https://www.beyeu.net.vn; www.beyeu.com,Đang hoạt động,https://giayphep.abei.gov.vn/s/127976
Mạng Xã Hội,,CÔNG TY TNHH NK KHÔI,325/GP-BTTTT,https://www.weallnet.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131352
Mạng Xã Hội,,CÔNG TY TNHH VINALIVE,318/GP-BTTTT,https://www.tichcuc.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131103
Mạng Xã Hội,,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,313/GP-BTTTT,https://www.vcnet.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129846
Mạng Xã Hội,,CÔNG TY TRUYỀN THÔNG VIETTEL,311/GP-BTTTT,https://www.xgaming.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131166
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN UB VIỆT NAM,295/GP-BTTTT,https://www.ub.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/130011
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ GIẢI TRÍ THẾ GIỚI OLIVE,296/GP-BTTTT,http://olivestream.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130846
Mạng Xã Hội,,CÔNG TY TNHH TƯ VẤN DỊCH VỤ MEDIA TIMES,293/GP-BTTTT,https://www.vietnambizforum.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129911
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TIẾP THỊ THỊNH PHÁT,289/GP-BTTTT,https://www.cafeland.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/131343
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG HEMERA,290/GP-BTTTT,https://www.automotor.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128804
Mạng Xã Hội,,BÁO PHÁP LUẬT VIỆT NAM,285/GP-BTTTT,https://www.congdongphapluat.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129002
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG TRI ÂN,278/GP-BTTTT,https://www.doisongquanhta.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130657
Mạng Xã Hội,,CÔNG TY TNHH SPOON RADIO VIỆT NAM,276/GP-BTTTT,https://www.spooncast.vn; www.spooncast.net,Đang hoạt động,https://giayphep.abei.gov.vn/s/131329
Mạng Xã Hội,,CÔNG TY CỔ PHẦN YOUR ENTERTAIMENT PLATFORM,268/GP-BTTTT,https://www.celuv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130230
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG TRI ÂN,269/GP-BTTTT,https://www.vietbeauty.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127750
Mạng Xã Hội,,CÔNG TY CỔ PHẦN FALCON VIỆT NAM,270/GP-BTTTT,https://www.openstudy.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128822
Mạng Xã Hội,,VIỆN NGHIÊN CỨU TRUYỀN THÔNG VÀ PHÁT TRIỂN,271/GP-BTTTT,https://www.butdanh.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128607
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ONE MOUNT CONSUMER,382/GP-BTTTT,https://www.vinid.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129551
Mạng Xã Hội,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ TRUYỀN THÔNG THƯƠNG HIỆU PLUS,263/GP-BTTTT,https://www.thuongtruongplus.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130616
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG PHÁP LUẬT THỊ TRƯỜNG,262/GP-BTTTT,https://www.doanhnghieptre.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131171
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ADON VIỆT NAM,259/GP-BTTTT,https://www.mvicall-viettel.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131331
Mạng Xã Hội,,CÔNG TY TNHH MEDILAND VIỆT NAM,260/GP-BTTTT,https://www.diendannangmui.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130567
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KỸ THƯƠNG,255/GP-BTTTT,https://www.iWealthClub.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128884
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CAR PASSION,256/GP-BTTTT,https://www.carpassion.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130758
Mạng Xã Hội,,CÔNG TY CỔ PHẦN PHÁT TRIỂN TRUYỀN THÔNG VIETPRO,257/GP-BTTTT,https://www.5h30.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130717
Mạng Xã Hội,,CÔNG TY CỔ PHẦN THẾ GIỚI DI ĐỘNG,238/GP-BTTTT,https://www.thegioididong.vn; www.thegioididong.com.vn; www.thegioididong.com,Đang hoạt động,https://giayphep.abei.gov.vn/s/129274
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG TIÊU DÙNG VÀ TIẾP THỊ,236/GP-BTTTT,https://www.khoevadep.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130851
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG TÂN PHONG,235/GP-BTTTT,https://www.alobook.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/128450
Mạng Xã Hội,,CÔNG TY CỔ PHẦN CÔNG NGHỆ GAPO,222/GP-BTTTT,http://gapo.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131102
Mạng Xã Hội,,CÔNG TY TNHH BUNY,206/GP-BTTTT,https://www.buny.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131226
Mạng Xã Hội,,CÔNG TY CỔ PHẦN YOUTRADE,204/GP-BTTTT,https://www.youfinance.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130926
Mạng Xã Hội,,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ TRUYỀN THÔNG BÌNH MINH,205/GP-BTTTT,https://www.nguoitrongcay.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/131091
Mạng Xã Hội,,CÔNG TY TNHH S-HOLDINGS,201/GP-BTTTT,https://www.cafebusiness.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130835
Mạng Xã Hội,,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ LIAN,203/GP-BTTTT,https://www.applian.vn; www.lianapp.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127809
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG TXT,189/GP-BTTTT,https://www.ktxh.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129257
Mạng Xã Hội,,CÔNG TY TNHH MTV NGUYỄN ĐÌNH NGHĨA,187/GP-BTTTT,https://www.waodate.vn; www.waodate.com,Đang hoạt động,https://giayphep.abei.gov.vn/s/131158
Mạng Xã Hội,,TẠP CHÍ VIETNAM TRAVELLER,183/GP-BTTTT,http://travelmag.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130113
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐỊA ỐC THÀNH PHỐ HOÀNG GIA,182/GP-BTTTT,https://www.vinhomes.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128781
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN HÌNH THỰC TẾ HDTV  VIỆT NAM,179/GP-BTTTT,https://www.thucte.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130750
Mạng Xã Hội,,CÔNG TY TNHH IVND,180/GP-BTTTT,http://Stockbook.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/128415
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ BRIGHT STAR,181/GP-BTTTT,https://www.hocphi.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130562
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG SÁNG,164/GP-BTTTT,http://8friend.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129239
Mạng Xã Hội,,CÔNG TY CỔ PHẦN ĐẦU TƯ HERAPO,163/GP-BTTTT,http://herapo.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129929
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG HƯNG,165 /GP-BTTTT,http://economyforum.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129942
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG G8,162/GP-BTTTT,https://www.truyenthongg8.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129923
Mạng Xã Hội,,CÔNG TY TNHH MTV TRUYỀN THÔNG  PHƯƠNG NAMNET,12/GP-BTTTT,https://www.nguoinghe.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129491
Mạng Xã Hội,,CÔNG TY TNHH KINH DOANH ĐỊA ỐC ĐẠI HƯNG PHÁT,150/GP-BTTTT,https://www.ketnoithanhcong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128556
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ ĐẦU TƯ TỶ PHÚ VIỆT,148/GP-BTTTT,https://www.typhuviet.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128580
Mạng Xã Hội,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ THẮNG LỢI,151/GP-BTTTT,https://www.ktvn.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129888
Mạng Xã Hội,,CÔNG TY VTC CÔNG NGHỆ VÀ NỘI DUNG SỐ,122/GP-BTTTT,http://congdongmang.com.vn; http://congdongmang.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130211
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ QUỐC TẾ ĐẠI VIỆT,118/GP-BTTTT,https://www.davichat.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129078
Mạng Xã Hội,,CÔNG TY TNHH DSF VIỆT NAM,116/GP-BTTTT,http://sportday.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128508
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ QUỐC TẾ ĐẠI VIỆT,119/GP-BTTTT,https://www.dvhots.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130109
Mạng Xã Hội,,CÔNG TY CỔ PHẦN PHÁT TRIỂN ỨNG DỤNG DI ĐỘNG SÁNG TẠO HỮU ÍCH,115/GP-BTTTT,https://www.vnduca.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/129788
Mạng Xã Hội,,CÔNG TY CỔ PHẦN PHÁT TRIỂN TRUYỀN THÔNG TRUYỀN HÌNH VIỆT NAM,114/GP-BTTTT,https://www.doanhnghiepbiz.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128498
Mạng Xã Hội,,CÔNG TY TNHH GIẢI TRÍ SỐ 9 VIỆT NAM,93/GP-BTTTT,https://www.9gate.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129939
Mạng Xã Hội,,CÔNG TY TNHH XÚC TIẾN ĐẦU TƯ VÀ TƯ VẤN BẤT ĐỘNG SẢN SÀI GÒN,89/GP-BTTTT,https://www.thitruongdiaoc.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129751
Mạng Xã Hội,,CÔNG TY TNHH PLVN,88/GP-BTTTT,https://www.dulieuphaply.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130519
Mạng Xã Hội,,CÔNG TY CỔ PHẦN MARINA CAPITAL,81/GP-BTTTT,http://investforum.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129686
Mạng Xã Hội,,CÔNG TY TNHH 360LIFE,81/GP-BTTTT,https://www.lostbird.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131330
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TẬP ĐOÀN THỜI GIAN VÀNG,66/GP-BTTTT,https://www.gvinawell.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129556
Mạng Xã Hội,,CÔNG TY TNHH HÀNG VIỆT NAM CHẤT LƯỢNG CAO,65/GP-BTTTT,https://www.biztime.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130702
Mạng Xã Hội,,CÔNG TY TNHH CÔNG NGHỆ QUỐC TẾ ĐẠI VIỆT,63/GP-BTTTT,https://www.dvchat.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127943
Mạng Xã Hội,,CÔNG TY TNHH IRIS DATA DRIVEN MARKETING AGENCY,55/GP-BTTTT,https://www.theface.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128698
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG DAMORD,42/GP-BTTTT,https://www.vedforum.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129281
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TỔNG ĐÀI ĐỊA ỐC VIỆT NAM,34/GP-BTTTT,https://www.tongdaidiaoc.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131197
Mạng Xã Hội,,HIỆP HỘI BÁN HÀNG ĐA CẤP VIỆT NAM,38/GP-BTTTT,https://www.kinhdoanhhoinhap.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130391
Mạng Xã Hội,,CÔNG TY CỔ PHẦN VIETBUILD PLUS,30 /GP-BTTTT,http://vietbuildplus.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127955
Mạng Xã Hội,,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ TRUYỀN THÔNG CÔNG NGHỆ CAO HTSG,33/GP-BTTTT,https://www.voicebox.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129500
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG BẢN VIỆT,31/GP-BTTTT,https://www.jofun.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129655
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG MEDIA  VIỆT NAM,25/GP-BTTTT,https://www.nhatkycuocsong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130791
Mạng Xã Hội,,CÔNG TY CỔ PHẦN DỊCH VỤ VIỄN THÔNG LP,32/GP-BTTTT,https://www.saga.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131327
Mạng Xã Hội,,VIỆN NGHIÊN CỨU VĂN HÓA VÀ PHÁT TRIỂN,17/GP-BTTTT,https://www.vanhoavadoisong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129631
Mạng Xã Hội,,CÔNG TY CỔ PHẦN PHÁT TRIỂN TRUYỀN THÔNG VÀ  SỰ KIỆN SAO VIỆT,13/GP-BTTTT,https://www.suckhoevalamdep.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131349
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO TN76,16/GP-BTTTT,https://www.doisongkinhdoanh.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130836
Mạng Xã Hội,,CÔNG TY TNHH TIN TỨC TRUYỀN THÔNG VNN,06/GP-BTTTT,http://truyenthongvnn.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/129621
Mạng Xã Hội,,CÔNG TY TNHH THƯƠNG MẠI - TRUYỀN THÔNG SAVY,04/GP-BTTTT,https://www.carbiz.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130721
Mạng Xã Hội,,CÔNG TY TNHH TẬP ĐOÀN T82,05/GP-BTTTT,https://www.congdongplus.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/129499
Mạng Xã Hội,,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN SALT & LIGHT,03/GP-BTTTT,https://www.lightbox.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128771
Mạng Xã Hội,,CÔNG TY CỔ PHẦN QUẢNG CÁO CAM,568 /GP-BTTTT,https://www.phunuvietkhoinghiep.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131275
Mạng Xã Hội,,CÔNG TY TNHH QUẢNG CÁO ONG VÀNG,566/GP-BTTTT,http://sinhviennoithat.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/127970
Mạng Xã Hội,,CÔNG TY TNHH TRUYỀN THÔNG HK,567/GP-BTTTT,https://www.songkhoeplus.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/131035
Mạng Xã Hội,,CÔNG TY CỔ PHẦN BKAV,559/GP-BTTTT,https://www.vnr.net.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/131257
Mạng Xã Hội,,CÔNG TY CỔ PHẦN EGO MEDIA,560/GP-BTTTT,https://www.aoe.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130917
Mạng Xã Hội,,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ VẠN GIA HƯNG,552/GP-BTTTT,http://langcuoi.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/128158
Mạng Xã Hội,,CÔNG TY TNHH HÀNG VIỆT NAM CHẤT LƯỢNG CAO,548/GP-BTTTT,http://aiya.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/130779
Mạng Xã Hội,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ THƯƠNG MẠI  B.Đ.S VIỆT NAM,549/GP-BTTTT,https://www.mangbatdongsan.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/128079
Mạng Xã Hội,,CÔNG TY TNHH DIGITAL POWER MEDIA,540/GP-BTTTT,https://www.kidsloopvn.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/s/128775
Mạng Xã Hội,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MẠNG LƯỚI THÔNG MINH,535/GP-BTTTT,https://www.paysmart.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/s/130725
